Party,Statistic,Type,Coeff,pval_coeff,r2,Lilliefors,Linearity,Heteroscedasticity,Model_score
FvD,MotorfietsenRelatief_202,votes_div,-0.0027,0.9596,0.0,0.0,0.4839,0.7216101506633431,2
PvdD,MotorfietsenRelatief_202,votes_div,-0.9962,0.0,0.0218,0.0,0.0,1.2860362226390256e-14,1
CU,MotorfietsenRelatief_202,votes_sqrt,-0.0005,0.0008,0.0022,0.0,0.0225,0.07010847995214194,2
SGP,MotorfietsenRelatief_202,votes,-0.0008,0.0,0.0165,0.0,0.3638,5.726947103661004e-12,2
DENK,MotorfietsenRelatief_202,votes,-0.0006,0.0,0.2572,0.0,0.0,3.7245233799198072e-34,2
VijftigPlus,MotorfietsenRelatief_202,votes_sqrt,0.0001,0.0498,0.0013,0.0001,0.0,0.7000372166828276,2
VVD,VoertuigenMetBromfietskenteken_204,votes,0.0004,0.0,0.0131,0.0,0.0,0.00014391305525305229,1
D66,VoertuigenMetBromfietskenteken_204,votes_div,-0.1723,0.0,0.0108,0.0,0.0,0.2084222238830979,2
PVV,VoertuigenMetBromfietskenteken_204,votes,-0.0002,0.0003,0.0033,0.0,0.2835,0.45842984638984285,3
CDA,VoertuigenMetBromfietskenteken_204,votes_log,-0.0048,0.0,0.0352,0.031,0.0,0.935484285840858,2
SP,VoertuigenMetBromfietskenteken_204,votes_sqrt,-0.0011,0.0,0.0657,0.0267,0.0,0.811206944568333,3
PvdA,VoertuigenMetBromfietskenteken_204,votes,-0.0007,0.0,0.0406,0.0,0.0,0.22297878967413653,2
Groenlinks,VoertuigenMetBromfietskenteken_204,votes,0.0,0.6524,0.0,0.0,0.0618,0.8317266094809221,2
FvD,VoertuigenMetBromfietskenteken_204,votes,0.0005,0.0,0.0204,0.0,0.0004,5.472530252718644e-08,1
PvdD,VoertuigenMetBromfietskenteken_204,votes_div,-0.1631,0.0,0.0057,0.0,0.7236,0.013259917206581115,2
CU,VoertuigenMetBromfietskenteken_204,votes,-0.0004,0.0,0.015,0.0,0.5121,0.34487966259715375,3
SGP,VoertuigenMetBromfietskenteken_204,votes,-0.0001,0.4739,0.0002,0.0,0.0001,0.3062334313798205,1
DENK,VoertuigenMetBromfietskenteken_204,votes_square,-0.0,0.0263,0.0034,0.0,0.1201,0.7239362359929848,3
VijftigPlus,VoertuigenMetBromfietskenteken_204,votes,0.0001,0.0,0.0061,0.0,0.0,0.22873054051120473,2
VVD,ZeerSterkStedelijk_52,votes,-0.016,0.0018,0.0011,0.0,0.0509,3.359635844121719e-14,2
D66,ZeerSterkStedelijk_52,votes,0.0841,0.0,0.0748,0.0,0.0,4.960183380326001e-25,2
PVV,ZeerSterkStedelijk_52,votes,-0.0052,0.3384,0.0002,0.0,0.5556,0.8433627986560763,2
CDA,ZeerSterkStedelijk_52,votes_log,-1.3757,0.0,0.1433,0.0,0.0,0.056311511768949024,3
SP,ZeerSterkStedelijk_52,votes_div,-7.2291,0.0,0.0047,0.0,0.0011,0.2158258339773358,2
PvdA,ZeerSterkStedelijk_52,votes_div,-3.4212,0.0043,0.001,0.0,0.9682,0.27855799510214335,3
Groenlinks,ZeerSterkStedelijk_52,votes_div,-32.4355,0.0,0.0023,0.0,0.065,0.5931738663364686,3
FvD,ZeerSterkStedelijk_52,votes,0.0002,0.9863,0.0,0.0,0.0711,0.7694311209443705,2
PvdD,ZeerSterkStedelijk_52,votes_sqrt,0.0791,0.0,0.0733,0.0,0.0,0.37577186505097226,3
CU,ZeerSterkStedelijk_52,votes,-0.0372,0.0,0.0104,0.0,0.3437,3.6532108566095286e-11,2
SGP,ZeerSterkStedelijk_52,votes,-0.0599,0.0,0.0149,0.0,0.0864,3.3446871082056817e-12,2
DENK,ZeerSterkStedelijk_52,votes,0.0446,0.0,0.3633,0.0,0.1152,2.323388283231586e-50,3
VijftigPlus,ZeerSterkStedelijk_52,votes_square,-0.0003,0.358,0.0003,0.0,0.2868,0.4013804265481481,2
VVD,SterkStedelijk_53,votes_square,0.0099,0.0,0.0046,0.0,0.1167,0.943036235393303,3
D66,SterkStedelijk_53,votes,0.0529,0.0,0.0523,0.0,0.0,2.6297143265706527e-14,2
PVV,SterkStedelijk_53,votes_log,0.1131,0.0062,0.0017,0.0,0.0695,0.39844019637475203,3
CDA,SterkStedelijk_53,votes_log,-0.9573,0.0,0.1298,0.0,0.0,0.6281584041681356,3
SP,SterkStedelijk_53,votes,0.0133,0.0,0.0029,0.0,0.0,0.6251195294543781,2
PvdA,SterkStedelijk_53,votes_sqrt,-0.0148,0.0086,0.0008,0.0,0.0502,0.0023672626641197767,2
Groenlinks,SterkStedelijk_53,votes,0.0408,0.0,0.0585,0.0,0.0,5.3877440994378115e-15,2
FvD,SterkStedelijk_53,votes_log,0.3318,0.0029,0.0061,0.0,0.8612,0.07544160424268331,3
PvdD,SterkStedelijk_53,votes_sqrt,0.0522,0.0,0.0552,0.0,0.0,0.3617594504028012,3
CU,SterkStedelijk_53,votes,-0.019,0.0,0.005,0.0,0.0003,2.1909042807758938e-15,1
SGP,SterkStedelijk_53,votes,-0.0327,0.0,0.0086,0.0,0.0,2.1619070130200046e-17,1
DENK,SterkStedelijk_53,votes,0.0244,0.0,0.1612,0.0,0.0,9.583417982935837e-06,2
VijftigPlus,SterkStedelijk_53,votes,0.0065,0.0,0.0055,0.0,0.5597,0.3007369255104326,3
VVD,MatigStedelijk_54,votes,0.0342,0.0,0.0061,0.0,0.1943,0.00389226044309246,2
D66,MatigStedelijk_54,votes,0.0353,0.0,0.0141,0.0,0.0,0.17550800762480673,2
PVV,MatigStedelijk_54,votes,0.0142,0.0094,0.0015,0.0,0.1218,0.18332487590326715,3
CDA,MatigStedelijk_54,votes,-0.1345,0.0,0.0368,0.0,0.0,7.822964554093426e-35,1
SP,MatigStedelijk_54,votes,0.0211,0.0,0.0045,0.0,0.0,0.00011134320316264057,1
PvdA,MatigStedelijk_54,votes,-0.0317,0.0,0.0039,0.0,0.0,0.6849004398729042,2
Groenlinks,MatigStedelijk_54,votes,0.0152,0.0,0.0049,0.0,0.0,0.5669594312137953,2
FvD,MatigStedelijk_54,votes,0.024,0.0213,0.0037,0.0,0.8534,0.16216420931573,3
PvdD,MatigStedelijk_54,votes_log,0.2062,0.0003,0.0023,0.0,0.0,0.7310119109041633,2
CU,MatigStedelijk_54,votes_sqrt,0.0228,0.0167,0.0011,0.0,0.295,0.8102614779434857,3
SGP,MatigStedelijk_54,votes,-0.0103,0.1302,0.0005,0.0,0.0,0.8370662251432828,1
DENK,MatigStedelijk_54,votes_square,-0.0004,0.0027,0.0061,0.0,0.258,0.0057621262240013585,2
VijftigPlus,MatigStedelijk_54,votes,0.0084,0.0001,0.0049,0.0,0.0005,0.05862706028623,2
VVD,WeinigStedelijk_55,votes_div,1.1477,0.0002,0.0016,0.0,0.0,0.003933579420284141,1
D66,WeinigStedelijk_55,votes_div,14.4214,0.0,0.0048,0.0,0.2307,0.07806822125629799,3
PVV,WeinigStedelijk_55,votes,0.0015,0.7354,0.0,0.0,0.2427,0.2623531430496827,2
CDA,WeinigStedelijk_55,votes_square,0.0486,0.0,0.0227,0.0,0.1659,0.4426470454420366,3
SP,WeinigStedelijk_55,votes,-0.0134,0.0,0.0027,0.0,0.0001,0.17564485024141957,2
PvdA,WeinigStedelijk_55,votes,-0.0281,0.0,0.0044,0.0,0.0,0.23930478024426421,2
Groenlinks,WeinigStedelijk_55,votes_div,27.8011,0.0,0.0025,0.0,0.0797,0.3070968147197863,3
FvD,WeinigStedelijk_55,votes,-0.0083,0.3405,0.0006,0.0,0.3934,0.07136990957107729,2
PvdD,WeinigStedelijk_55,votes_div,40.4485,0.0,0.0106,0.0,0.8267,0.00556539259962599,2
CU,WeinigStedelijk_55,votes,0.0239,0.0,0.0071,0.0,0.0064,4.411193700721092e-21,1
SGP,WeinigStedelijk_55,votes,0.0251,0.0,0.0047,0.0,0.867,7.896392317199814e-08,2
DENK,WeinigStedelijk_55,votes,-0.0286,0.0,0.1565,0.0,0.0,1.7766529448420443e-16,2
VijftigPlus,WeinigStedelijk_55,votes,0.0003,0.8839,0.0,0.0,0.4573,0.455522987843487,2
VVD,NietStedelijk_56,votes,-0.0219,0.0,0.009,0.0,0.0004,0.3523150506828884,2
D66,NietStedelijk_56,votes_div,20.1152,0.0,0.0228,0.0,0.2804,0.3270629483706118,3
PVV,NietStedelijk_56,votes_log,-0.0743,0.0107,0.0015,0.0,0.2363,0.05245647514588093,3
CDA,NietStedelijk_56,votes_log,0.6244,0.0,0.1264,0.0,0.0,0.3391973640591479,3
SP,NietStedelijk_56,votes,-0.0099,0.0,0.0036,0.0,0.4419,0.29415651010523697,3
PvdA,NietStedelijk_56,votes_div,-3.0728,0.0,0.0033,0.0,0.3889,0.0028652777028820233,2
Groenlinks,NietStedelijk_56,votes,-0.0284,0.0,0.0622,0.0,0.0,5.418131702222576e-22,2
FvD,NietStedelijk_56,votes_log,-0.307,0.0008,0.0078,0.0,0.2193,0.05452284262550279,3
PvdD,NietStedelijk_56,votes_div,28.1579,0.0,0.0125,0.0,0.1763,0.8838550725453074,3
CU,NietStedelijk_56,votes,0.0053,0.0338,0.0009,0.0,0.0531,0.8217397999022075,3
SGP,NietStedelijk_56,votes_square,0.0056,0.0,0.007,0.0,0.6625,0.23932035689129502,3
DENK,NietStedelijk_56,votes,-0.023,0.0,0.2133,0.0,0.0,3.354896797162887e-15,2
VijftigPlus,NietStedelijk_56,votes,-0.0058,0.0,0.008,0.0,0.0036,0.7918574165275729,2
VVD,UitkeringsontvangersTotaal_152,votes_div,5.4507,0.0,0.0097,0.0,0.7512,0.09413194332029284,3
D66,UitkeringsontvangersTotaal_152,votes_sqrt,0.2982,0.0,0.1438,0.092,0.0,0.0174701168195667,3
PVV,UitkeringsontvangersTotaal_152,votes_sqrt,-0.2261,0.0,0.0796,0.1085,0.0,4.478303203169813e-24,3
CDA,UitkeringsontvangersTotaal_152,votes_div,3.9552,0.0,0.012,0.0,0.0,0.21321795145404865,2
SP,UitkeringsontvangersTotaal_152,votes_div,13.3058,0.0,0.0086,0.0,0.0,0.5623597766255554,2
PvdA,UitkeringsontvangersTotaal_152,votes_sqrt,-0.3581,0.0,0.1637,0.0,0.4574,0.19046255247868096,4
Groenlinks,UitkeringsontvangersTotaal_152,votes_div,-87.9167,0.0,0.005,0.0,0.1686,0.159141356583377,3
FvD,UitkeringsontvangersTotaal_152,votes,-0.1313,0.0117,0.0058,0.0,0.9159,0.37468349539236256,3
PvdD,UitkeringsontvangersTotaal_152,votes,0.0681,0.0,0.3087,0.0,0.8609,1.3460892915992594e-08,3
CU,UitkeringsontvangersTotaal_152,votes_div,-66.7283,0.0,0.0115,0.0,0.5025,3.3846908686323105e-11,2
SGP,UitkeringsontvangersTotaal_152,votes_square,-0.0151,0.0019,0.0044,0.0,0.2072,0.07251136820834639,3
DENK,UitkeringsontvangersTotaal_152,votes,-0.0227,0.0263,0.0044,0.0,0.0164,0.06488179122222582,2
VijftigPlus,UitkeringsontvangersTotaal_152,votes,0.0823,0.0,0.2126,0.0,0.0028,0.007995254970336485,2
VVD,TotDeAOWLeeftijd_153,votes_square,-0.4309,0.0,0.0849,0.0,0.1992,1.7516333327752245e-38,3
D66,TotDeAOWLeeftijd_153,votes_sqrt,0.5566,0.0,0.0204,0.1351,0.0,0.11618930996216958,3
PVV,TotDeAOWLeeftijd_153,votes_sqrt,1.0068,0.0,0.0653,0.0,0.1086,0.7142890970517543,4
CDA,TotDeAOWLeeftijd_153,votes_log,-5.98,0.0,0.0678,0.1509,0.0,0.00018043687745078764,3
SP,TotDeAOWLeeftijd_153,votes_sqrt,1.7467,0.0,0.2257,0.0005,0.0,0.44790257080674456,3
PvdA,TotDeAOWLeeftijd_153,votes_square,0.2673,0.0,0.059,0.0,0.2221,1.3081435375799139e-45,3
Groenlinks,TotDeAOWLeeftijd_153,votes_sqrt,0.4446,0.0,0.0175,0.0,0.0,0.5185064198548319,2
FvD,TotDeAOWLeeftijd_153,votes,-0.4464,0.0,0.02,0.0,0.1307,0.44451335497189903,3
PvdD,TotDeAOWLeeftijd_153,votes,0.1437,0.0,0.0567,0.0,0.0638,8.584865122424453e-06,3
CU,TotDeAOWLeeftijd_153,votes_log,-8.4049,0.0,0.0288,0.0,0.0,0.1411052540229435,2
SGP,TotDeAOWLeeftijd_153,votes,-1.5958,0.0,0.1817,0.0,0.0,1.817435068316911e-39,2
DENK,TotDeAOWLeeftijd_153,votes,0.284,0.0,0.2115,0.0,0.0906,3.427178384101949e-23,3
VijftigPlus,TotDeAOWLeeftijd_153,votes,0.0809,0.0,0.0098,0.0,0.0,0.9115476574135999,2
VVD,VanafDeAOWLeeftijd_154,votes,-0.1644,0.0,0.0513,0.0,0.0,7.392491734318629e-25,2
D66,VanafDeAOWLeeftijd_154,votes_sqrt,0.2992,0.0,0.1333,0.1302,0.0,0.01434985674534922,3
PVV,VanafDeAOWLeeftijd_154,votes,-0.1816,0.0,0.1045,0.0,0.0,0.6507056438565302,3
CDA,VanafDeAOWLeeftijd_154,votes,-0.1333,0.0,0.0233,0.0,0.0,2.1126381004980176e-22,1
SP,VanafDeAOWLeeftijd_154,votes,-0.1047,0.0,0.0449,0.0,0.0001,0.7733858979518033,2
PvdA,VanafDeAOWLeeftijd_154,votes,-0.305,0.0,0.1997,0.0,0.0,0.0002924623952403942,2
Groenlinks,VanafDeAOWLeeftijd_154,votes_div,-78.024,0.0,0.0036,0.0,0.257,0.2941197125930209,3
FvD,VanafDeAOWLeeftijd_154,votes,0.0035,0.955,0.0,0.0,0.3205,0.12922426047727606,2
PvdD,VanafDeAOWLeeftijd_154,votes,0.0676,0.0,0.2795,0.0,0.1648,1.1184708392125713e-06,3
CU,VanafDeAOWLeeftijd_154,votes,0.0266,0.0156,0.0021,0.0,0.0,0.6796746652312289,2
SGP,VanafDeAOWLeeftijd_154,votes,0.0093,0.5877,0.0001,0.0,0.0,0.8996546657613421,1
DENK,VanafDeAOWLeeftijd_154,votes,-0.1511,0.0,0.1421,0.0,0.0001,4.7912936427253474e-14,2
VijftigPlus,VanafDeAOWLeeftijd_154,votes_div,-128.1924,0.0,0.1876,0.0,0.2962,0.006735938563135971,3
VVD,Werkloosheid_155,votes,-2.0686,0.0,0.0255,0.0,0.0,1.7231361409499653e-08,1
D66,Werkloosheid_155,votes_sqrt,5.6731,0.0,0.1491,0.2107,0.0,0.17600000616840922,4
PVV,Werkloosheid_155,votes,2.3971,0.0,0.0535,0.0,0.0,0.01321635834624773,2
CDA,Werkloosheid_155,votes_log,-10.6439,0.0,0.0155,0.2861,0.0,0.0253812987246564,2
SP,Werkloosheid_155,votes,3.1047,0.0,0.1403,0.0,0.7755,0.008007275161457899,3
PvdA,Werkloosheid_155,votes,0.8829,0.0,0.0053,0.0,0.0002,1.5725603436551943e-25,1
Groenlinks,Werkloosheid_155,votes,-0.6632,0.0,0.0104,0.0,0.0,9.165980403340046e-07,1
FvD,Werkloosheid_155,votes,-10.1353,0.0,0.3379,0.0,0.1706,0.9264418394559354,4
PvdD,Werkloosheid_155,votes,0.3223,0.0,0.0197,0.0,0.8611,0.29817797341414815,3
CU,Werkloosheid_155,votes,-1.7959,0.0,0.0287,0.0,0.0,4.2492206617726557e-07,1
SGP,Werkloosheid_155,votes,-6.167,0.0,0.1662,0.0,0.0,1.0447283164341456e-28,2
DENK,Werkloosheid_155,votes,1.0626,0.0,0.0949,0.0,0.0571,9.245377922049629e-15,3
VijftigPlus,Werkloosheid_155,votes,0.1255,0.0349,0.0016,0.0,0.021,0.05711450796709281,2
VVD,BijstandGerelateerdTotAOWLeeftijd_156,votes,-2.045,0.0,0.0825,0.0,0.0,7.224197168949704e-42,2
D66,BijstandGerelateerdTotAOWLeeftijd_156,votes_sqrt,1.6386,0.0,0.0425,0.2759,0.0,0.2007032951983958,3
PVV,BijstandGerelateerdTotAOWLeeftijd_156,votes,0.271,0.0026,0.0025,0.0,0.1921,1.0260452308519839e-07,2
CDA,BijstandGerelateerdTotAOWLeeftijd_156,votes_log,-20.795,0.0,0.1939,0.5266,0.0002,0.4231342588893501,4
SP,BijstandGerelateerdTotAOWLeeftijd_156,votes_sqrt,1.7099,0.0,0.0538,0.1418,0.0165,0.3408248134677223,4
PvdA,BijstandGerelateerdTotAOWLeeftijd_156,votes_log,8.254,0.0,0.023,0.0,0.0634,0.1611101006409965,3
Groenlinks,BijstandGerelateerdTotAOWLeeftijd_156,votes_square,0.1727,0.0,0.0718,0.0,0.1818,2.2924198650504273e-24,3
FvD,BijstandGerelateerdTotAOWLeeftijd_156,votes,-0.5844,0.0016,0.009,0.0,0.8036,0.7507394631970294,3
PvdD,BijstandGerelateerdTotAOWLeeftijd_156,votes_sqrt,1.2835,0.0,0.118,0.0,0.0,0.4964200613159405,3
CU,BijstandGerelateerdTotAOWLeeftijd_156,votes,-0.6834,0.0,0.0164,0.0,0.1273,1.2552242583093364e-19,2
SGP,BijstandGerelateerdTotAOWLeeftijd_156,votes,-2.1633,0.0,0.0801,0.0,0.0,4.076282977662962e-21,2
DENK,BijstandGerelateerdTotAOWLeeftijd_156,votes,0.6826,0.0,0.3266,0.0,0.4388,1.8355402476793274e-37,3
VijftigPlus,BijstandGerelateerdTotAOWLeeftijd_156,votes,0.1257,0.0001,0.0058,0.0,0.0,0.2574633980123961,2
VVD,BijstandGerelateerdVanafAOWLeeftijd_157,votes,-5.6627,0.0,0.011,0.0,0.9482,3.0743000037061042e-18,2
D66,BijstandGerelateerdVanafAOWLeeftijd_157,votes,8.7418,0.0,0.0677,0.0,0.0,0.0003981274453215435,2
PVV,BijstandGerelateerdVanafAOWLeeftijd_157,votes_square,0.5074,0.0098,0.0018,0.0,0.054,0.37071219641679964,3
CDA,BijstandGerelateerdVanafAOWLeeftijd_157,votes_log,-166.7223,0.0,0.2177,0.4657,0.0,0.4881067155945463,4
SP,BijstandGerelateerdVanafAOWLeeftijd_157,votes_sqrt,2.0843,0.0274,0.0014,0.0976,0.0002,0.8986554100581476,3
PvdA,BijstandGerelateerdVanafAOWLeeftijd_157,votes_div,-651.7988,0.001,0.0022,0.0,0.584,0.133241912786506,3
Groenlinks,BijstandGerelateerdVanafAOWLeeftijd_157,votes_div,-5165.7519,0.0002,0.003,0.0,0.0516,0.3951169534246839,3
FvD,BijstandGerelateerdVanafAOWLeeftijd_157,votes_sqrt,5.1527,0.0391,0.0039,0.0,0.037,0.31116852420711594,2
PvdD,BijstandGerelateerdVanafAOWLeeftijd_157,votes,2.8459,0.0,0.0968,0.0,0.0,3.172682737230915e-11,2
CU,BijstandGerelateerdVanafAOWLeeftijd_157,votes_log,-82.6342,0.0,0.0112,0.0,0.0538,2.0568295690016933e-26,2
SGP,BijstandGerelateerdVanafAOWLeeftijd_157,votes,-11.567,0.0,0.042,0.0,0.0,5.957691125980067e-14,1
DENK,BijstandGerelateerdVanafAOWLeeftijd_157,votes,6.16,0.0,0.5207,0.0,0.6383,2.4513972772516357e-24,3
VijftigPlus,BijstandGerelateerdVanafAOWLeeftijd_157,votes,1.1823,0.0,0.0091,0.0,0.0,0.2864819617030953,2
VVD,BijstandTotDeAOWLeeftijd_158,votes_log,-12.1609,0.0,0.0679,0.0,0.0508,6.654033643445721e-08,3
D66,BijstandTotDeAOWLeeftijd_158,votes_sqrt,1.7177,0.0,0.0396,0.2634,0.0,0.3088032406723951,3
PVV,BijstandTotDeAOWLeeftijd_158,votes_log,2.0764,0.0285,0.0013,0.0,0.0763,0.07947187179924961,3
CDA,BijstandTotDeAOWLeeftijd_158,votes_log,-22.7694,0.0,0.1972,0.5389,0.0,0.5683320450507577,4
SP,BijstandTotDeAOWLeeftijd_158,votes_sqrt,1.8776,0.0,0.0549,0.2213,0.0635,0.31755123782607114,5
PvdA,BijstandTotDeAOWLeeftijd_158,votes_log,9.0621,0.0,0.0235,0.0,0.0692,0.1951637423811471,3
Groenlinks,BijstandTotDeAOWLeeftijd_158,votes,1.0688,0.0,0.0797,0.0,0.0,5.489957701252103e-26,2
FvD,BijstandTotDeAOWLeeftijd_158,votes,-0.5887,0.004,0.0075,0.0,0.9565,0.9119176433295809,3
PvdD,BijstandTotDeAOWLeeftijd_158,votes_sqrt,1.3757,0.0,0.1149,0.0,0.0,0.4769333541695704,3
CU,BijstandTotDeAOWLeeftijd_158,votes,-0.7339,0.0,0.016,0.0,0.3167,1.0888849578936036e-19,2
SGP,BijstandTotDeAOWLeeftijd_158,votes,-2.2667,0.0,0.0741,0.0,0.0,1.3516489765032527e-20,2
DENK,BijstandTotDeAOWLeeftijd_158,votes,0.7621,0.0,0.3368,0.0,0.5503,3.183958443247804e-39,3
VijftigPlus,BijstandTotDeAOWLeeftijd_158,votes,0.1402,0.0,0.0061,0.0,0.0,0.33430548755110623,2
VVD,ArbeidsongeschiktheidTotaal_159,votes,-1.5948,0.0,0.0613,0.0,0.6623,1.1851710292709222e-24,3
D66,ArbeidsongeschiktheidTotaal_159,votes_log,-6.4262,0.0,0.011,0.0,0.0,0.06064273157119702,2
PVV,ArbeidsongeschiktheidTotaal_159,votes_log,14.8201,0.0,0.0945,0.0,0.4155,2.6300361307687666e-08,3
CDA,ArbeidsongeschiktheidTotaal_159,votes_div,15.6718,0.0008,0.0022,0.0,0.0025,0.006326074904465909,1
SP,ArbeidsongeschiktheidTotaal_159,votes_square,0.4731,0.0,0.2065,0.0,0.1076,1.784784071853504e-35,3
PvdA,ArbeidsongeschiktheidTotaal_159,votes_square,0.4977,0.0,0.0589,0.0,0.2478,7.410297487864865e-27,3
Groenlinks,ArbeidsongeschiktheidTotaal_159,votes_div,-496.2333,0.0032,0.0019,0.0,0.02,0.22653504076690112,2
FvD,ArbeidsongeschiktheidTotaal_159,votes,0.1011,0.5568,0.0003,0.0,0.4825,0.9457348444535578,2
PvdD,ArbeidsongeschiktheidTotaal_159,votes_square,0.0038,0.001,0.0027,0.0,0.0598,0.7313676143591961,3
CU,ArbeidsongeschiktheidTotaal_159,votes_log,-22.9307,0.0,0.0595,0.0,0.0826,0.00013990443732195913,3
SGP,ArbeidsongeschiktheidTotaal_159,votes,-2.6887,0.0,0.1399,0.0,0.0,1.0809543792656164e-31,2
DENK,ArbeidsongeschiktheidTotaal_159,votes_square,0.0072,0.0005,0.0109,0.0,0.0004,0.8573615790187784,2
VijftigPlus,ArbeidsongeschiktheidTotaal_159,votes,0.1504,0.0,0.0094,0.0,0.0003,0.8136946263177253,2
VVD,WAOUitkering_160,votes,-0.468,0.0001,0.0031,0.0,0.0,0.11531015482650198,2
D66,WAOUitkering_160,votes_sqrt,-2.6631,0.0,0.0802,0.0275,0.0,0.3648263355885547,3
PVV,WAOUitkering_160,votes,4.4068,0.0,0.3854,0.0,0.2331,1.8920593315056114e-13,3
CDA,WAOUitkering_160,votes_div,-54.292,0.0,0.0157,0.0,0.7543,0.33807653943606064,3
SP,WAOUitkering_160,votes_square,0.7115,0.0,0.2738,0.0,0.1151,1.7073259164292495e-35,3
PvdA,WAOUitkering_160,votes,2.8672,0.0,0.1334,0.0,0.0,0.004723434994459574,2
Groenlinks,WAOUitkering_160,votes_div,-359.1267,0.0994,0.0006,0.0,0.4514,0.2967969570836923,2
FvD,WAOUitkering_160,votes_square,-0.3968,0.0001,0.0133,0.0,0.0964,0.9555739931643625,3
PvdD,WAOUitkering_160,votes_log,-8.8634,0.0,0.0232,0.0,0.0,0.08929552350383947,2
CU,WAOUitkering_160,votes_square,-0.2045,0.0,0.0159,0.0,0.0706,0.0612999882976675,3
SGP,WAOUitkering_160,votes,-2.8965,0.0,0.0886,0.0,0.0,2.2471450152478456e-24,2
DENK,WAOUitkering_160,votes_square,0.0202,0.0006,0.0105,0.0,0.0017,0.920691603705761,2
VijftigPlus,WAOUitkering_160,votes,-0.2976,0.0,0.0124,0.0,0.5332,0.7599430908444155,3
VVD,WIAUitkeringWGARegeling_161,votes_div,80.8517,0.001,0.0021,0.0,0.0,0.05406277710031167,2
D66,WIAUitkeringWGARegeling_161,votes,3.5932,0.0,0.0679,0.0,0.0,0.06400995485349409,3
PVV,WIAUitkeringWGARegeling_161,votes,-1.4672,0.0,0.0068,0.0,0.0,2.348484066701302e-16,1
CDA,WIAUitkeringWGARegeling_161,votes,-9.9289,0.0,0.1399,0.0,0.0,3.7458421727799814e-23,2
SP,WIAUitkeringWGARegeling_161,votes,-1.0034,0.0,0.0052,0.0,0.0,0.12510355084668165,2
PvdA,WIAUitkeringWGARegeling_161,votes_div,349.7292,0.0,0.0038,0.0,0.1992,0.1085925939064257,3
Groenlinks,WIAUitkeringWGARegeling_161,votes_div,-2101.7576,0.0002,0.003,0.0,0.356,0.10640717313984543,3
FvD,WIAUitkeringWGARegeling_161,votes,3.2448,0.0,0.0215,0.0,0.1045,0.2427438883706393,3
PvdD,WIAUitkeringWGARegeling_161,votes,1.5109,0.0,0.1602,0.0,0.0067,0.38080878576673294,3
CU,WIAUitkeringWGARegeling_161,votes_log,-75.571,0.0,0.05,0.0,0.9169,0.30634544786398704,4
SGP,WIAUitkeringWGARegeling_161,votes,-4.573,0.0,0.0319,0.0,0.5909,1.8043136860541148e-10,2
DENK,WIAUitkeringWGARegeling_161,votes_square,0.0608,0.0,0.0522,0.0,0.0085,0.06987345154310697,3
VijftigPlus,WIAUitkeringWGARegeling_161,votes,2.3477,0.0,0.1583,0.0,0.0,0.2346570004642025,3
VVD,WajongUitkering_162,votes_log,-19.1493,0.0,0.051,0.0,0.0,0.05808643822510307,3
D66,WajongUitkering_162,votes,0.359,0.0055,0.0016,0.0,0.0939,0.1037075634469049,3
PVV,WajongUitkering_162,votes,-0.7419,0.0,0.0047,0.0,0.6157,0.119849034121479,3
CDA,WajongUitkering_162,votes_log,-8.9887,0.0,0.0093,0.0515,0.0,0.5831679565852932,3
SP,WajongUitkering_162,votes_sqrt,2.9371,0.0,0.0366,0.3761,0.0028,0.38118032996659335,3
PvdA,WajongUitkering_162,votes_div,-128.9065,0.0141,0.0012,0.0,0.334,0.7492326395431819,3
Groenlinks,WajongUitkering_162,votes,0.4737,0.0,0.0045,0.0,0.0001,0.5465343010545956,2
FvD,WajongUitkering_162,votes_div,208.5846,0.1866,0.0016,0.0,0.8683,0.21540428703457168,2
PvdD,WajongUitkering_162,votes,0.1644,0.0,0.0045,0.0,0.4849,0.2686238561715876,3
CU,WajongUitkering_162,votes,0.1745,0.3884,0.0003,0.0,0.0692,0.06742903924547285,2
SGP,WajongUitkering_162,votes_square,-0.5101,0.0,0.0134,0.0,0.3113,0.02917149808062258,2
DENK,WajongUitkering_162,votes,0.221,0.0029,0.008,0.0,0.0,0.6668441616050814,2
VijftigPlus,WajongUitkering_162,votes_div,61.7688,0.5518,0.0001,0.0,0.4795,0.7487181906675859,2
VVD,AOW_163,votes,0.3208,0.0,0.0271,0.0,0.0978,2.958990885378093e-10,2
D66,AOW_163,votes_sqrt,-0.1358,0.0062,0.0031,0.1668,0.0,1.2760323826351493e-09,2
PVV,AOW_163,votes_div,3.0903,0.6818,0.0001,0.0,0.0001,0.43554497072537157,1
CDA,AOW_163,votes,0.2722,0.0,0.0125,0.0,0.0,0.08239443706757227,2
SP,AOW_163,votes,0.0944,0.0048,0.0037,0.0,0.0,0.09036413852067095,2
PvdA,AOW_163,votes,0.2314,0.0,0.0167,0.0,0.7867,4.3709045346208616e-10,2
Groenlinks,AOW_163,votes,-0.0924,0.0005,0.0053,0.0,0.0,2.653932176012778e-23,1
FvD,AOW_163,votes,0.0033,0.9568,0.0,0.0,0.3198,0.12945061940327596,2
PvdD,AOW_163,votes,0.0317,0.0004,0.0067,0.0,0.0,1.1212942220843556e-22,1
CU,AOW_163,votes,-0.5718,0.0,0.0973,0.0,0.1212,2.5595554331581255e-17,3
